COUNTRY,EDATE,PARTY,PERVOTE,VOTEEST,PRESVOTE,ABSSEAT,TOTSEATS,PROGTYPE,PER101,PER102,PER103,PER104,PER105,PER106,PER107,PER108,PER109,PER110,PER201,PER202,PER203,PER204,PER301,PER302,PER303,PER304,PER305,PER401,PER402,PER403,PER404,PER405,PER406,PER407,PER408,PER409,PER410,PER411,PER412,PER413,PER414,PER415,PER416,PER501,PER502,PER503,PER504,PER505,PER506,PER507,PER601,PER602,PER603,PER604,PER605,PER606,PER607,PER608,PER701,PER702,PER703,PER704,PER705,PER706,PERUNCOD,TOTAL,RILE,PLANECO,MARKECO,WELFARE,INTPEACE
14,18/3/1945,14320,25.0797232179447,0,99.99,50,200,1,5.26315789473684,0,0,0,0,0,0,0,0,0,7.89473684210526,2.63157894736842,2.63157894736842,0,0,0,0,0,7.89473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63157894736842,0,0,0,0,60.5263157894737,0,0,0,0,0,0,0,0,10.5263157894737,38,78.9473684210526,0,0,0,0
14,18/3/1945,14420,5.17364823808156,0,99.99,9,200,3,2.15827338129496,0,0,0,0,0,1.43884892086331,0,0,0,3.59712230215827,2.87769784172662,0,0,0,0,0,0,28.7769784172662,6.47482014388489,2.87769784172662,1.43884892086331,4.31654676258993,0,0,0,0,0,4.31654676258993,5.75539568345324,0,0,2.15827338129496,0,0,0.719424460431655,0,4.31654676258993,11.5107913669065,0,4.31654676258993,0,0,0,1.43884892086331,0,0,2.15827338129496,0,0,0,0,0,3.59712230215827,0,0,5.75539568345324,139,21.5827338129496,5.75539568345324,8.63309352517986,15.8273381294964,0
14,18/3/1945,14620,15.0375417457618,0,99.99,28,200,1,2.94117647058824,0,0,0,1.47058823529412,4.41176470588235,0,0,1.47058823529412,0,0,2.94117647058824,1.47058823529412,0,0,0,0,0,0,1.47058823529412,0,0,5.88235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47058823529412,2.94117647058824,0,5.88235294117647,0,5.88235294117647,0,5.88235294117647,0,0,17.6470588235294,0,0,4.41176470588235,0,0,0,0,23.5294117647059,10.2941176470588,68,4.41176470588235,5.88235294117647,1.47058823529412,4.41176470588235,5.88235294117647
14,18/3/1945,14810,21.3534576560196,0,99.99,49,200,1,1.0989010989011,0,0,0,0,0,3.2967032967033,0,0,0,0,5.49450549450549,0,0,0,0,2.1978021978022,0,0,1.0989010989011,1.0989010989011,3.2967032967033,0,0,0,0,6.59340659340659,0,0,3.2967032967033,0,2.1978021978022,8.79120879120879,0,0,0,1.0989010989011,4.3956043956044,1.0989010989011,0,5.49450549450549,0,0,0,8.79120879120879,0,2.1978021978022,2.1978021978022,0,0,0,0,24.1758241758242,0,12.0879120879121,0,0,91,3.2967032967033,3.2967032967033,9.89010989010989,5.49450549450549,0
14,18/3/1945,14901,8.37847449563583,0,99.99,15,200,1,2.97619047619048,0,0,0,0,0.595238095238095,0,0,1.78571428571429,0,1.78571428571429,5.95238095238095,0,0,0,0,0.595238095238095,0,11.9047619047619,6.54761904761905,1.78571428571429,4.16666666666667,0,0,0,0,4.16666666666667,0,2.38095238095238,4.76190476190476,0,0,1.19047619047619,0,0,0,0,4.76190476190476,10.1190476190476,0.595238095238095,2.97619047619048,0,1.78571428571429,0,1.78571428571429,0,0.595238095238095,0.595238095238095,12.5,0,0.595238095238095,0,2.97619047619048,0,3.57142857142857,0.595238095238095,5.95238095238095,168,4.16666666666667,4.16666666666667,7.73809523809524,14.8809523809524,0.595238095238095
14,2/7/1948,14221,19.9907658002689,0,99.99,38,200,1,5.32319391634981,0,0,0,2.6615969581749,1.14068441064639,0,0,0.760456273764259,0,0,6.08365019011407,0,0,0,0,0,0,42.9657794676806,0,0.380228136882129,0,0.380228136882129,0,0,0,1.90114068441065,0,4.18250950570342,0.380228136882129,3.42205323193916,1.52091254752852,0.760456273764259,0.760456273764259,0,0,0.760456273764259,0.380228136882129,6.08365019011407,0,1.14068441064639,0,0.380228136882129,0,0,0,0,0,0,0,9.50570342205323,0,3.04182509505703,0.380228136882129,3.42205323193916,1.90114068441065,0.380228136882129,263,12.5475285171103,3.80228136882129,0.760456273764259,6.4638783269962,3.80228136882129
14,2/7/1948,14320,26.3152883453335,0,99.99,54,200,1,3.92156862745098,0,0,0,0,7.84313725490196,0,0,0,0,0.980392156862745,0.980392156862745,0,8.82352941176471,0,0,0,0,0,0,0,0,11.7647058823529,0,0,0.980392156862745,3.92156862745098,0,0,0,1.96078431372549,1.96078431372549,0,0,0,0,0,4.90196078431373,2.94117647058824,0,0,0,0,0,0,0,0,27.4509803921569,0,0,0.980392156862745,0,3.92156862745098,0.980392156862745,0,0,15.6862745098039,102,0.980392156862749,13.7254901960784,0,7.84313725490196,7.84313725490196
14,2/7/1948,14420,3.90666224105942,0,99.99,5,200,3,2.15827338129496,0,0,0,0,0,1.43884892086331,0,0,0,3.59712230215827,2.87769784172662,0,0,0,0,0,0,28.7769784172662,6.47482014388489,2.87769784172662,1.43884892086331,4.31654676258993,0,0,0,0,0,4.31654676258993,5.75539568345324,0,0,2.15827338129496,0,0,0.719424460431655,0,4.31654676258993,11.5107913669065,0,4.31654676258993,0,0,0,1.43884892086331,0,0,2.15827338129496,0,0,0,0,0,3.59712230215827,0,0,5.75539568345324,139,21.5827338129496,5.75539568345324,8.63309352517986,15.8273381294964,0
14,2/7/1948,14620,17.0410347410169,0,99.99,33,200,1,0,0,0,0,0,0,1.68067226890756,0,0,0,17.6470588235294,17.6470588235294,0,2.52100840336134,0,0,0,0,0,21.8487394957983,0,1.68067226890756,7.56302521008403,0,0,0,0,0,1.68067226890756,1.68067226890756,0.840336134453782,0,0,0,0,0,0,5.88235294117647,17.6470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840336134453782,0.840336134453782,119,-7.56302521008404,10.0840336134454,21.8487394957983,23.5294117647059,0
14,2/7/1948,14810,24.2363167883709,0,99.99,56,200,1,2.32558139534884,0,0,0,0,1.16279069767442,0,0,2.32558139534884,0,1.16279069767442,2.32558139534884,0,0,0,0,5.81395348837209,0,0,1.16279069767442,1.16279069767442,1.16279069767442,0,0,0,0,0,0,0,5.81395348837209,0,0,2.32558139534884,0,0,0,2.32558139534884,10.4651162790698,2.32558139534884,0,8.13953488372093,0,0,0,4.65116279069767,0,2.32558139534884,0,0,0,0,2.32558139534884,20.9302325581395,4.65116279069767,6.97674418604651,8.13953488372093,0,86,-2.32558139534884,1.16279069767442,3.48837209302326,12.7906976744186,1.16279069767442
14,2/7/1948,14901,7.73709978042179,0,99.99,14,200,1,2.12765957446809,0,0,0,0,0.709219858156028,1.41843971631206,0,0.709219858156028,0,2.83687943262411,2.83687943262411,0,0,0,0,0,0,14.1843971631206,8.51063829787234,0.709219858156028,0,0,0,0,0,7.09219858156028,0,0.709219858156028,3.54609929078014,0,0,3.54609929078014,0,0,0,0,4.25531914893617,3.54609929078014,0,1.41843971631206,0,0.709219858156028,0.709219858156028,2.12765957446809,0,0.709219858156028,0.709219858156028,18.4397163120567,0,2.83687943262411,0,9.9290780141844,2.83687943262411,0,1.41843971631206,1.41843971631206,141,21.2765957446808,0,12.0567375886525,7.80141843971631,0.709219858156028
14,3/7/1951,14221,21.5886104333752,0,99.99,43,200,1,4.46428571428572,0.892857142857143,0.892857142857143,0,11.6071428571429,15.1785714285714,0.892857142857143,0,0,0,8.92857142857143,5.35714285714286,0,3.57142857142857,0,0,0,0,0,0,0,0,10.7142857142857,0.892857142857143,0,0,2.67857142857143,0,0,0,0,4.46428571428572,0,0,0,0,3.57142857142857,4.46428571428572,4.46428571428572,0,2.67857142857143,0,0,0,0,0,0,0,0,0,5.35714285714286,0,2.67857142857143,0.892857142857143,1.78571428571429,2.67857142857143,0.892857142857143,112,-52.6785714285714,10.7142857142857,0,8.92857142857143,27.6785714285714
14,3/7/1951,14320,26.5197204130367,0,99.99,53,200,1,0,0,0,0,0,0,0,0,0,0,0,5.55555555555556,42.5925925925926,0,0,0,0,0,0,0,0,0,11.1111111111111,0,5.55555555555556,0,0,0,0,0,7.40740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1111111111111,0,0,14.8148148148148,0,1.85185185185185,0,0,0,0,54,9.25925925925927,18.5185185185185,0,0,0
14,3/7/1951,14420,5.67806899427797,0,99.99,10,200,3,2.15827338129496,0,0,0,0,0,1.43884892086331,0,0,0,3.59712230215827,2.87769784172662,0,0,0,0,0,0,28.7769784172662,6.47482014388489,2.87769784172662,1.43884892086331,4.31654676258993,0,0,0,0,0,4.31654676258993,5.75539568345324,0,0,2.15827338129496,0,0,0.719424460431655,0,4.31654676258993,11.5107913669065,0,4.31654676258993,0,0,0,1.43884892086331,0,0,2.15827338129496,0,0,0,0,0,3.59712230215827,0,0,5.75539568345324,139,21.5827338129496,5.75539568345324,8.63309352517986,15.8273381294964,0
14,3/7/1951,14620,14.5653973898082,0,99.99,28,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.53846153846154,0,0,0,0,35.3846153846154,0,0,6.15384615384616,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07692307692308,4.61538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6153846153846,0,0,0,4.61538461538462,65,29.2307692307692,6.15384615384616,35.3846153846154,4.61538461538462,0
14,3/7/1951,14810,23.2573392681115,0,99.99,51,200,1,1.61290322580645,0,0,0,0,0.806451612903226,0,0,1.61290322580645,0,0,1.61290322580645,0,0,0,0,4.83870967741935,0,3.2258064516129,3.2258064516129,2.41935483870968,0.806451612903226,0.806451612903226,0,0,0,2.41935483870968,0,0.806451612903226,4.83870967741935,0,0,2.41935483870968,0,0,0,2.41935483870968,8.87096774193548,0.806451612903226,0,9.67741935483871,0,0.806451612903226,0,2.41935483870968,0,2.41935483870968,0,0,0,0,2.41935483870968,22.5806451612903,0,6.45161290322581,9.67741935483871,0,124,2.41935483870968,1.61290322580645,5.64516129032258,9.67741935483871,0.806451612903226
14,3/7/1951,14901,7.56673177711815,0,99.99,15,200,1,3.44827586206896,0,0,0,0,1.72413793103448,3.44827586206896,0,0,0,5.17241379310345,5.17241379310345,0,0,0,0,1.72413793103448,0,10.3448275862069,3.44827586206896,3.44827586206896,1.72413793103448,0,0,0,0,3.44827586206896,0,0,1.72413793103448,0,0,3.44827586206896,0,0,0,1.72413793103448,8.62068965517241,3.44827586206896,0,5.17241379310345,0,0,0,0,0,0,5.17241379310345,15.5172413793103,0,0,0,8.62068965517241,0,0,3.44827586206896,0,58,10.3448275862069,1.72413793103448,6.89655172413793,12.0689655172414,1.72413793103448
14,8/3/1954,14221,21.587276927206,0,99.99,43,200,1,11.8110236220472,2.36220472440945,0,0,0,7.8740157480315,2.36220472440945,0,0,0,3.1496062992126,4.7244094488189,0,15.748031496063,0.787401574803149,0,0,0,0,0,0,0,11.0236220472441,0,0,0,0.787401574803149,0,0,0.787401574803149,0,0,0,0,0,0,1.5748031496063,10.2362204724409,1.5748031496063,0,1.5748031496063,0,0,0,0,0,0,2.36220472440945,0,0,10.2362204724409,0,8.66141732283465,0,0,2.36220472440945,0,127,-33.8582677165354,11.0236220472441,0,11.8110236220472,10.2362204724409
14,8/3/1954,14320,26.2463419771473,0,99.99,54,200,1,0,0,0,0,0,0,0,0,0,0,1.17647058823529,3.52941176470588,0,8.23529411764706,0,0,0,0,0,1.17647058823529,0,0,30.5882352941177,0,0,0,22.3529411764706,0,0,1.17647058823529,2.35294117647059,0,0,0,0,0,0,0,1.17647058823529,4.70588235294118,0,0,0,0,0,0,0,5.88235294117647,0,0,14.1176470588235,0,1.17647058823529,0,0,0,2.35294117647059,85,-38.8235294117647,32.9411764705882,1.17647058823529,1.17647058823529,0
14,8/3/1954,14420,7.88360254688518,0,99.99,13,200,3,2.15827338129496,0,0,0,0,0,1.43884892086331,0,0,0,3.59712230215827,2.87769784172662,0,0,0,0,0,0,28.7769784172662,6.47482014388489,2.87769784172662,1.43884892086331,4.31654676258993,0,0,0,0,0,4.31654676258993,5.75539568345324,0,0,2.15827338129496,0,0,0.719424460431655,0,4.31654676258993,11.5107913669065,0,4.31654676258993,0,0,0,1.43884892086331,0,0,2.15827338129496,0,0,0,0,0,3.59712230215827,0,0,5.75539568345324,139,21.5827338129496,5.75539568345324,8.63309352517986,15.8273381294964,0
14,8/3/1954,14620,12.798411757061,0,99.99,24,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7027027027027,0,0,0,0,0,5.40540540540541,0,0,0,0,0,2.7027027027027,5.40540540540541,0,0,0,0,0,0,0,5.40540540540541,2.7027027027027,0,0,0,0,0,0,0,0,0,0,0,2.7027027027027,0,0,72.972972972973,0,0,0,37,-10.8108108108108,5.40540540540541,0,8.10810810810811,0
14,8/3/1954,14810,24.0984097154896,0,99.99,53,200,1,1.48148148148148,0,0,0,0,0.740740740740741,0,0,0.740740740740741,0,3.7037037037037,0.740740740740741,0,0,0,0,0,0,14.0740740740741,5.18518518518519,2.22222222222222,0,0,0,0,0,4.44444444444444,0,9.62962962962963,4.44444444444444,0,0,6.66666666666667,0,0,0,0,7.40740740740741,0.740740740740741,0,0,0,2.22222222222222,0,4.44444444444444,0,0,2.22222222222222,0,0,0.740740740740741,0,22.962962962963,0,2.22222222222222,1.48148148148148,1.48148148148148,135,37.7777777777778,0,11.8518518518519,8.14814814814815,0.740740740740741
14,8/3/1954,14901,6.97769259611693,0,99.99,13,200,1,3.7037037037037,0,0,0,0,1.23456790123457,1.23456790123457,0,0,0,7.40740740740741,4.93827160493827,0,0,0,0,1.23456790123457,1.23456790123457,4.93827160493827,3.7037037037037,0,1.23456790123457,0,0,0,0,4.93827160493827,0,0,1.23456790123457,0,0,2.46913580246914,0,0,0,2.46913580246914,12.3456790123457,7.40740740740741,1.23456790123457,7.40740740740741,0,0,0,2.46913580246914,0,0,3.7037037037037,13.5802469135802,0,1.23456790123457,1.23456790123457,6.17283950617284,0,0,1.23456790123457,0,81,1.23456790123456,1.23456790123457,6.17283950617284,19.7530864197531,1.23456790123457
14,7/7/1958,14221,23.1713758882028,0,99.99,50,200,1,11.8518518518519,0.740740740740741,0,0,0.740740740740741,5.92592592592593,0.740740740740741,0,0,0,0.740740740740741,0.740740740740741,0,27.4074074074074,0,0,0,0,0,0,0,2.96296296296296,10.3703703703704,0,0.740740740740741,1.48148148148148,0.740740740740741,0,0,0,0,0,0,0,0,0,1.48148148148148,12.5925925925926,2.96296296296296,0,0.740740740740741,0,0,0,0,0,0,4.44444444444444,0,0,5.18518518518519,0,2.96296296296296,0,0,0.740740740740741,3.7037037037037,135,-24.4444444444444,13.3333333333333,0,15.5555555555556,7.40740740740741
14,7/7/1958,14310,1.74603378706792,0,99.99,3,200,3,0,0,0,0,0,0,0,0,2.58620689655172,0,0,0,0,0,0,0,4.31034482758621,0.862068965517241,46.5517241379311,0,0,0,0,0,2.58620689655172,0,0,0,0,1.72413793103448,0,0,0,0,0,0,0,6.89655172413793,6.89655172413793,0,0,0,0,0,3.44827586206896,0,0,0,0,0,0,0,15.5172413793103,0,0,0.862068965517241,7.75862068965517,116,40.5172413793104,0,0,13.7931034482759,0
14,7/7/1958,14320,23.1562542593874,0,99.99,48,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07734806629834,0,0,0,1.65745856353591,0,1.65745856353591,5.52486187845304,0,0,0,0,0,0,0,6.07734806629834,1.65745856353591,0,2.20994475138122,0,1.10497237569061,0,0,0,0,16.5745856353591,0,0,22.6519337016575,0,22.6519337016575,0,0,1.10497237569061,11.0497237569061,181,-14.9171270718232,6.07734806629834,0,7.73480662983425,0
14,7/7/1958,14420,5.89522357122467,0,99.99,8,200,3,2.15827338129496,0,0,0,0,0,1.43884892086331,0,0,0,3.59712230215827,2.87769784172662,0,0,0,0,0,0,28.7769784172662,6.47482014388489,2.87769784172662,1.43884892086331,4.31654676258993,0,0,0,0,0,4.31654676258993,5.75539568345324,0,0,2.15827338129496,0,0,0.719424460431655,0,4.31654676258993,11.5107913669065,0,4.31654676258993,0,0,0,1.43884892086331,0,0,2.15827338129496,0,0,0,0,0,3.59712230215827,0,0,5.75539568345324,139,21.5827338129496,5.75539568345324,8.63309352517986,15.8273381294964,0
14,7/7/1958,14620,15.2807659567902,0,99.99,29,200,1,0,0,0,0,0,1,3,0,0,0,1,7,0,30,4,0,0,0,0,2,0,0,34,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,4,100,-44,34,2,1,1
14,7/7/1958,14810,23.0612040211188,0,99.99,48,200,1,3.47826086956522,0,0,0,0,0,0,0,0,0,4.34782608695652,5.21739130434783,0,0,0,0,0,0,13.0434782608696,1.73913043478261,0,0,0,0,3.47826086956522,0,6.08695652173913,0,5.21739130434783,1.73913043478261,0,0,0,0,0,0,0,2.60869565217391,0,0.869565217391304,5.21739130434783,0,1.73913043478261,0,0.869565217391304,0,0,3.47826086956522,0,0,1.73913043478261,0,36.5217391304348,0,0,0.869565217391304,1.73913043478261,115,10.4347826086957,0,1.73913043478261,2.60869565217391,0
14,7/7/1958,14901,6.73210800134757,0,99.99,14,200,1,5.21739130434783,0,0,0.869565217391304,0,0.869565217391304,2.60869565217391,0,0,0,1.73913043478261,0.869565217391304,0,0,2.60869565217391,0,2.60869565217391,0.869565217391304,2.60869565217391,3.47826086956522,4.34782608695652,0.869565217391304,0,0,0,0,3.47826086956522,0,2.60869565217391,3.47826086956522,0.869565217391304,0,1.73913043478261,0,0,0,4.34782608695652,8.69565217391304,8.69565217391304,0.869565217391304,3.47826086956522,0,2.60869565217391,0,0.869565217391304,0,1.73913043478261,1.73913043478261,11.304347826087,0,3.47826086956522,0,6.95652173913043,0,0,2.60869565217391,0.869565217391304,115,0.869565217391305,1.73913043478261,5.21739130434783,17.3913043478261,0.869565217391304
14,5/2/1962,14221,22.0297324324348,0,99.99,47,200,1,5.20833333333333,0,0,0,7.29166666666667,4.16666666666667,0,0,1.04166666666667,0,1.04166666666667,4.16666666666667,0,0,0,0,0,0,40.625,0,0,0,0,0,0,0,0,0,1.04166666666667,0,4.16666666666667,2.08333333333333,0,2.08333333333333,0,0,0,2.08333333333333,11.4583333333333,0,0,0,0,0,0,0,0,0,0,0,10.4166666666667,0,0,0,0,0,3.125,96,-2.08333333333333,4.16666666666667,0,13.5416666666667,11.4583333333333
14,5/2/1962,14310,4.36125487511284,0,99.99,2,200,3,0,0,0,0,0,0,0,0,2.58620689655172,0,0,0,0,0,0,0,4.31034482758621,0.862068965517241,46.5517241379311,0,0,0,0,0,2.58620689655172,0,0,0,0,1.72413793103448,0,0,0,0,0,0,0,6.89655172413793,6.89655172413793,0,0,0,0,0,3.44827586206896,0,0,0,0,0,0,0,15.5172413793103,0,0,0.862068965517241,7.75862068965517,116,40.5172413793104,0,0,13.7931034482759,0
14,5/2/1962,14320,19.5017545627755,0,99.99,38,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1818181818182,0,0,0,0,0,0,0,0,13.6363636363636,0,0,0,4.54545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3636363636364,0,22.7272727272727,0,0,4.54545454545455,0,44,-25,13.6363636363636,0,0,0
14,5/2/1962,14420,5.94765938111154,0,99.99,13,200,3,2.15827338129496,0,0,0,0,0,1.43884892086331,0,0,0,3.59712230215827,2.87769784172662,0,0,0,0,0,0,28.7769784172662,6.47482014388489,2.87769784172662,1.43884892086331,4.31654676258993,0,0,0,0,0,4.31654676258993,5.75539568345324,0,0,2.15827338129496,0,0,0.719424460431655,0,4.31654676258993,11.5107913669065,0,4.31654676258993,0,0,0,1.43884892086331,0,0,2.15827338129496,0,0,0,0,0,3.59712230215827,0,0,5.75539568345324,139,21.5827338129496,5.75539568345324,8.63309352517986,15.8273381294964,0
14,5/2/1962,14620,14.6464506050831,0,99.99,32,200,1,3.63636363636364,0,0,0,0,0,0,0,0,0,12.7272727272727,3.63636363636364,3.63636363636364,30.9090909090909,5.45454545454545,0,0,0,0,0,0,0,5.45454545454545,0,0,0,0,0,0,1.81818181818182,0,0,0,0,0,0,0,5.45454545454545,0,0,0,0,0,0,0,0,0,10.9090909090909,0,0,0,0,5.45454545454545,0,0,1.81818181818182,9.09090909090909,55,18.1818181818182,5.45454545454545,0,5.45454545454545,0
14,5/2/1962,14810,22.9543639916281,0,99.99,53,200,3,2.39415226884374,0,0,0,1.09170305676856,3.49344978165939,1.96506550218341,0,0,0,3.70229732295424,3.26371748623505,0.436681222707424,0,3.05676855895197,0,0.218340611353712,0,6.52173913043478,1.08790582874502,0.436681222707424,0.873362445414847,5.67685589519651,0.218340611353712,1.73913043478261,0,6.31858743117524,0,3.70039870894247,1.74292766280615,0,0,0,0,0,1.09170305676856,0.436681222707424,6.54452249857604,1.52838427947598,0.434782608695652,5.22878298841846,0,0.869565217391304,0,0.434782608695652,0,0,8.72602999810139,0.218340611353712,0,1.08790582874502,0,21.7543193468768,0,0,2.83652933358648,0.869565217391304,172,-3.29789253844693,6.55021834061136,1.08790582874502,8.07290677805202,4.58515283842795
14,5/2/1962,14901,6.41421061182503,0,99.99,14,200,1,3.05343511450382,0,0,0,0,0.763358778625954,0,0,2.29007633587786,0,2.29007633587786,0.763358778625954,0,0,2.29007633587786,0,3.81679389312977,0.763358778625954,5.34351145038168,3.05343511450382,6.10687022900763,0,1.52671755725191,0,0,0,6.10687022900763,0,0,2.29007633587786,0,0,4.58015267175572,0,0,0,1.52671755725191,9.16030534351145,12.2137404580153,0,1.52671755725191,0,1.52671755725191,0,0.763358778625954,0,0.763358778625954,0,9.16030534351145,0,0,0,16.793893129771,0,0,1.52671755725191,0,131,7.63358778625954,1.52671755725191,7.63358778625954,21.3740458015267,0.763358778625954
14,21/3/1966,14221,21.2078162196008,0,99.99,41,200,1,2.38095238095238,0,0,0,4.76190476190476,0,2.38095238095238,0,0,0,0,7.14285714285714,0,0,0,0,0,0,0,0,0,0,19.047619047619,4.76190476190476,0,0,7.14285714285714,0,2.38095238095238,0,4.76190476190476,4.76190476190476,0,0,0,0,0,7.14285714285714,7.14285714285714,0,4.76190476190476,0,0,0,0,0,0,9.52380952380952,0,0,4.76190476190476,0,2.38095238095238,0,0,0,4.76190476190476,42,-50,23.8095238095238,0,14.2857142857143,4.76190476190476
14,21/3/1966,14310,2.58535066407994,0,99.99,7,200,1,0,0,0,0,0,0,0,0,2.58620689655172,0,0,0,0,0,0,0,4.31034482758621,0.862068965517241,46.5517241379311,0,0,0,0,0,2.58620689655172,0,0,0,0,1.72413793103448,0,0,0,0,0,0,0,6.89655172413793,6.89655172413793,0,0,0,0,0,3.44827586206896,0,0,0,0,0,0,0,15.5172413793103,0,0,0.862068965517241,7.75862068965517,116,40.5172413793104,0,0,13.7931034482759,0
14,21/3/1966,14320,27.2289651762033,0,99.99,55,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,17.8571428571429,0,3.57142857142857,3.57142857142857,0,0,0,0,0,0,0,21.4285714285714,0,0,17.8571428571429,0,0,0,0,0,0,7.14285714285714,0,0,0,0,21.4285714285714,0,0,0,0,28,-10.7142857142857,0,0,21.4285714285714,0
14,21/3/1966,14420,6.4664989624674,0,99.99,9,200,1,2.15827338129496,0,0,0,0,0,1.43884892086331,0,0,0,3.59712230215827,2.87769784172662,0,0,0,0,0,0,28.7769784172662,6.47482014388489,2.87769784172662,1.43884892086331,4.31654676258993,0,0,0,0,0,4.31654676258993,5.75539568345324,0,0,2.15827338129496,0,0,0.719424460431655,0,4.31654676258993,11.5107913669065,0,4.31654676258993,0,0,0,1.43884892086331,0,0,2.15827338129496,0,0,0,0,0,3.59712230215827,0,0,5.75539568345324,139,21.5827338129496,5.75539568345324,8.63309352517986,15.8273381294964,0
14,21/3/1966,14620,13.7941626449444,0,99.99,26,200,3,1.81818181818182,0,0,0,0,0,3.19148936170213,0,1.59574468085106,0,19.1295938104449,13.5203094777563,2.88201160541586,15.4545454545455,2.72727272727273,0,0,0,0,2.65957446808511,0,0,2.72727272727273,0,0,0,0,0,0,0.909090909090909,0,0,0,0,0,1.06382978723404,2.65957446808511,6.45067698259188,1.59574468085106,0,0.531914893617021,0,0,0,0.531914893617021,0,0,9.1779497098646,0,0,0,0,2.72727272727273,0,3.19148936170213,0.909090909090909,4.54545454545455,74.5,12.8143133462282,2.72727272727273,2.65957446808511,8.04642166344294,0
14,21/3/1966,14810,21.2251998484418,0,99.99,49,200,1,1.31004366812227,0,0,0,2.18340611353712,6.98689956331878,3.93013100436681,0,0,0,3.05676855895197,1.31004366812227,0.873362445414847,0,6.11353711790393,0,0.436681222707424,0,0,0.436681222707424,0.873362445414847,1.74672489082969,11.353711790393,0.436681222707424,0,0,6.55021834061135,0,2.18340611353712,1.74672489082969,0,0,0,0,0,2.18340611353712,0.873362445414847,10.4803493449782,3.05676855895197,0,5.24017467248908,0,0,0,0,0,0,13.9737991266376,0.436681222707424,0,0.436681222707424,0,6.98689956331878,0,0,4.80349344978166,0,229,-17.0305676855895,13.1004366812227,0.436681222707424,13.5371179039301,9.1703056768559
14,21/3/1966,14820,1.02744841239368,0,99.99,1,200,3,2.25563909774436,0,0,0,0,1.50375939849624,2.25563909774436,0,1.50375939849624,0,0.75187969924812,2.25563909774436,0,0,0.75187969924812,0,0.75187969924812,5.26315789473684,33.8345864661654,4.51127819548872,0,0,0,0,0,0,1.50375939849624,0,0,0,3.00751879699248,0,0,0,0,0.75187969924812,0,15.7894736842105,4.51127819548872,0,0,0,3.00751879699248,0,1.50375939849624,0,0,0,0,0,0,0.75187969924812,3.00751879699248,0,5.26315789473684,5.26315789473684,0,133,30.0751879699248,3.00751879699248,4.51127819548872,20.3007518796992,1.50375939849624
14,21/3/1966,14901,5.97828059033453,0,99.99,12,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8780487804878,7.31707317073171,0,0,0,0,0,0,0,0,0,9.75609756097561,2.4390243902439,0,0,0,0,0,0,4.8780487804878,65.8536585365854,2.4390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4390243902439,41,-53.6585365853659,2.4390243902439,7.31707317073171,70.7317073170732,0
14,16/3/1970,14221,16.5848641563037,0,99.99,36,200,1,3.18471337579618,0,0,0,0,1.91082802547771,4.45859872611465,0,0,0,4.45859872611465,15.9235668789809,0,1.91082802547771,1.27388535031847,0,0,0,0,0,0,1.27388535031847,24.203821656051,0,0,0,3.18471337579618,0,0,7.00636942675159,0.636942675159236,0,0,3.18471337579618,0,1.91082802547771,1.91082802547771,14.0127388535032,0,0,2.54777070063694,0,0,0,0,0,0,0,0,0,5.73248407643312,0,0,0,0,1.27388535031847,0,157,-52.2292993630573,26.1146496815287,0,14.0127388535032,1.91082802547771
14,16/3/1970,14320,23.4320221533239,0,99.99,51,200,3,0,0,0,0,0,3,0,0,0,0,1,3,0,6.57142857142857,0,0,0,0,0,0,0,1,11,1,0,0,8.92857142857143,0,3.78571428571429,1.78571428571429,0,0,0,0,0,0,0,20.7142857142857,0,0,9.92857142857143,0,0,0,0,0,0,3.57142857142857,0,0,11,0,12.7142857142857,0,0,0,1,39,-34.3571428571429,12,0,20.7142857142857,3
